species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Syncerus caffer,African Buffalo,Artiodactyla,Bovidae,1,0.830939151,83.09,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Syntheosciurus brochus,Brochus Syntheosciurus,Rodentia,Sciuridae,0,0.024890846,2.49,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyglossus aculeatus,Short-beaked Echidna,Monotremata,Tachyglossidae,1,0.5516321,55.16,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes ankoliae,Ankoli’s Tachyoryctes,Rodentia,Spalacidae,0,0.020607632,2.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes annectens,Annectens Tachyoryctes,Rodentia,Spalacidae,0,0.017243647,1.72,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes audax,Audax Tachyoryctes,Rodentia,Spalacidae,0,0.017243647,1.72,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes daemon,Daemon Tachyoryctes,Rodentia,Spalacidae,0,0.015696712,1.57,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes ibeanus,Ibeanus Tachyoryctes,Rodentia,Spalacidae,0,0.022553584,2.26,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes macrocephalus,Macrocephalus Tachyoryctes,Rodentia,Spalacidae,0,0.015106046,1.51,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes naivashae,Naivash’s Tachyoryctes,Rodentia,Spalacidae,0,0.016246133,1.62,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes rex,Rex Tachyoryctes,Rodentia,Spalacidae,0,0.017308012,1.73,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes ruandae,Ruand’s Tachyoryctes,Rodentia,Spalacidae,0,0.020603394,2.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes ruddi,Rudd’s Tachyoryctes,Rodentia,Spalacidae,0,0.032777074,3.28,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes spalacinus,Spalacinus Tachyoryctes,Rodentia,Spalacidae,0,0.020955874,2.1,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes splendens,Splendens Tachyoryctes,Rodentia,Spalacidae,0,0.081365641,8.14,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tachyoryctes storeyi,Storey’s Tachyoryctes,Rodentia,Spalacidae,0,0.023364504,2.34,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida aegyptiaca,Aegyptiaca Free-tailed Bat,Chiroptera,Molossidae,0,0.470816137,47.08,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida australis,Southern Free-tailed Bat,Chiroptera,Molossidae,0,0.224587916,22.46,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida brasiliensis,Brazilian Free-tailed Bat,Chiroptera,Molossidae,1,0.666145222,66.61,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida lobata,Lobata Free-tailed Bat,Chiroptera,Molossidae,0,0.019476237,1.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida teniotis,Teniotis Free-tailed Bat,Chiroptera,Molossidae,1,0.688793727,68.88,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida ventralis,Ventralis Free-tailed Bat,Chiroptera,Molossidae,0,0.133561683,13.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys arcuatus,Arcuatus Taeromys,Rodentia,Muridae,0,0.010756176,1.08,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys callitrichus,Callitrichus Taeromys,Rodentia,Muridae,0,0.050507523,5.05,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys celebensis,Celebensis Taeromys,Rodentia,Muridae,0,0.050507523,5.05,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys hamatus,Hamatus Taeromys,Rodentia,Muridae,0,0.011392117,1.14,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys microbullatus,Microbullatus Taeromys,Rodentia,Muridae,0,0.014743625,1.47,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys punicans,Punicans Taeromys,Rodentia,Muridae,0,0.013383297,1.34,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Taeromys taerae,Taer’s Taeromys,Rodentia,Muridae,0,0.018852261,1.89,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa altaica,Altaica Mole,Soricomorpha,Talpidae,0,0.094242111,9.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa caeca,Caeca Mole,Soricomorpha,Talpidae,0,0.05025222,5.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa caucasica,Caucasica Mole,Soricomorpha,Talpidae,0,0.024568317,2.46,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa davidiana,Davidiana Mole,Soricomorpha,Talpidae,0,0.030416028,3.04,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa europaea,European Mole,Soricomorpha,Talpidae,0,0.237963235,23.8,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa levantis,Levantis Mole,Soricomorpha,Talpidae,0,0.103164301,10.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa occidentalis,Western Mole,Soricomorpha,Talpidae,0,0.117746035,11.77,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa romana,Romana Mole,Soricomorpha,Talpidae,1,0.383513209,38.35,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Talpa stankovici,Stankovic’s Mole,Soricomorpha,Talpidae,0,0.034964191,3.5,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamandua mexicana,Northern Tamandua,Pilosa,Myrmecophagidae,0,0.320920245,32.09,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamandua tetradactyla,Southern Tamandua,Pilosa,Myrmecophagidae,1,0.436013631,43.6,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias alpinus,Alpine Chipmunk,Rodentia,Sciuridae,0,0.022252003,2.23,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias amoenus,Amoenus Chipmunk,Rodentia,Sciuridae,1,0.514277071,51.43,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias bulleri,Buller’s Chipmunk,Rodentia,Sciuridae,0,0.030618564,3.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias canipes,Canipes Chipmunk,Rodentia,Sciuridae,0,0.017717807,1.77,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias cinereicollis,Cinereicollis Chipmunk,Rodentia,Sciuridae,0,0.045545814,4.55,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias dorsalis,Dorsalis Chipmunk,Rodentia,Sciuridae,0,0.204613723,20.46,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias durangae,Durang’s Chipmunk,Rodentia,Sciuridae,0,0.040578761,4.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias merriami,Merriam’s Chipmunk,Rodentia,Sciuridae,0,0.065443628,6.54,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias minimus,Minimus Chipmunk,Rodentia,Sciuridae,1,0.645365779,64.54,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias obscurus,Obscurus Chipmunk,Rodentia,Sciuridae,0,0.024356542,2.44,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias ochrogenys,Ochrogenys Chipmunk,Rodentia,Sciuridae,0,0.05297944,5.3,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias palmeri,Palmer’s Chipmunk,Rodentia,Sciuridae,0,0.075776135,7.58,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias panamintinus,Panamintinus Chipmunk,Rodentia,Sciuridae,0,0.083218331,8.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias quadrimaculatus,Quadrimaculatus Chipmunk,Rodentia,Sciuridae,0,0.060328052,6.03,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias quadrivittatus,Quadrivittatus Chipmunk,Rodentia,Sciuridae,1,0.435374207,43.54,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias ruficaudus,Ruficaudus Chipmunk,Rodentia,Sciuridae,0,0.057023507,5.7,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias rufus,Red Chipmunk,Rodentia,Sciuridae,0,0.113116259,11.31,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias senex,Senex Chipmunk,Rodentia,Sciuridae,0,0.044352665,4.44,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias sibiricus,Siberian Chipmunk,Rodentia,Sciuridae,1,0.726317045,72.63,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias siskiyou,Siskiyou Chipmunk,Rodentia,Sciuridae,0,0.033171416,3.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias sonomae,Sonom’s Chipmunk,Rodentia,Sciuridae,0,0.05945178,5.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias speciosus,Speciosus Chipmunk,Rodentia,Sciuridae,0,0.071051658,7.11,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias striatus,Striped Chipmunk,Rodentia,Sciuridae,1,0.760422876,76.04,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias townsendii,Townsendi’s Chipmunk,Rodentia,Sciuridae,0,0.054257791,5.43,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamias umbrinus,Umbrinus Chipmunk,Rodentia,Sciuridae,1,0.444917137,44.49,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiasciurus douglasii,Douglasi’s Tree Squirrel,Rodentia,Sciuridae,0,0.159346471,15.93,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiasciurus hudsonicus,Hudsonicus Tree Squirrel,Rodentia,Sciuridae,1,0.712985129,71.3,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiasciurus mearnsi,Mearns’s Tree Squirrel,Rodentia,Sciuridae,0,0.034481886,3.45,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiops maritimus,Sea Tamiops,Rodentia,Sciuridae,0,0.343042242,34.3,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiops mcclellandii,Mcclellandi’s Tamiops,Rodentia,Sciuridae,0,0.183160205,18.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiops rodolphii,Rodolphi’s Tamiops,Rodentia,Sciuridae,0,0.149794369,14.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tamiops swinhoei,Swinhoe’s Tamiops,Rodentia,Sciuridae,0,0.114403052,11.44,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
